Gene,t,group1_median,group2_median,log2FC,pval,FDR,Gene Symbol,ENTREZ_GENE_ID
215215_s_at,-3.366130833384603,5.047496595,4.664369267,-0.3831273280000005,0.028144416663722496,0.150719081997808,LOC81691,81691
225341_at,-3.365540150542213,5.176305312,4.858027415,-0.31827789700000064,0.02815982627815494,0.1507528793546847,MTERF2,80298
204477_at,-3.3645154648292444,5.351203385,5.028450043,-0.3227533419999995,0.028186581788645512,0.15079866763192365,RABIF,5877
213934_s_at,-3.364801120450928,5.448931385,4.976902931,-0.47202845400000015,0.028179120024416932,0.15079866763192365,ZNF23,7571
212062_at,3.3629225243010215,6.330755715,6.662837089,0.3320813740000004,0.02822823479312254,0.15084207901236915,ATP9A,10079
219999_at,3.3626783417862836,4.176345557,4.736858513,0.5605129559999993,0.028234626243241596,0.15084207901236915,MAN2A2,4122
204161_s_at,-3.3623785294632658,4.370460482,3.93306305,-0.4373974320000005,0.02824247614224649,0.15084207901236915,ENPP4,22875
209921_at,-3.362681331152747,8.066746828,7.655843163,-0.4109036649999993,0.028234547986542655,0.15084207901236915,SLC7A11,23657
203304_at,-3.3621172489871576,6.471376122,5.67014477,-0.8012313519999994,0.02824931928151255,0.15084207901236915,BAMBI,25805
239538_at,-3.362940600889763,5.95633293,5.773337529,-0.18299540100000034,0.028227761708568503,0.15084207901236915,ZRANB3,84083
226986_at,3.3613087099135197,5.480363237,5.678993317,0.19863008000000004,0.028270507997131412,0.15090658730814124,WIPI2,26100
227630_at,-3.3608171650363596,6.135069992,5.723823702,-0.41124629000000024,0.02828339870957428,0.15092677398355436,PPP2R5E,5529
238803_at,-3.3597440181958085,4.031643316,3.661964393,-0.3696789230000004,0.028311566074303938,0.15102844117358077,HECTD2,143279
225742_at,-3.359243715135518,5.757162103,4.870600669,-0.8865614339999999,0.028324709108317078,0.1510499212152255,MDM4,4194
228719_at,-3.3566528200545744,5.692866666,5.169961103,-0.5229055629999992,0.028392888032966815,0.15136478822980282,ZSWIM7,125150
219055_at,-3.3558592945522907,6.331173295,5.977234599,-0.35393869600000016,0.028413808381151335,0.15142759442499082,SRBD1,55133
235117_at,-3.3546063066403744,7.868775798,7.586209541,-0.28256625700000004,0.02844687909075461,0.1515550931365637,CHAC2,494143
225994_at,-3.3531285341319745,6.708193033,6.483783873,-0.22440915999999955,0.02848594125389085,0.15171442000505225,CPSF2,53981
204871_at,-3.352555307179789,4.294970158,3.886761467,-0.408208691,0.028501110538131737,0.15174643332464804,MTERF1,7978
209905_at,-3.352060216034956,7.59619486,7.341700799,-0.25449406099999994,0.028514219817274488,0.15176746166155508,HOXA10-HOXA9 /// HOXA9 /// MIR196B,3205 /// 442920 /// 100534589
204126_s_at,-3.351559712451808,6.771687224,6.443316518,-0.3283707060000003,0.028527479668721434,0.15178927765929526,CDC45,8318
242305_at,-3.3503802914344547,4.584174197,4.208636037,-0.3755381600000005,0.028558754982485047,0.1518581551042345,LOC645513,645513
218266_s_at,3.350702089994254,4.460669171,4.807432974,0.346763803,0.0285502176583081,0.1518581551042345,NCS1,23413
202130_at,-3.349637412841202,8.64338833,8.171486852,-0.47190147800000126,0.028578475118781827,0.15191426186817328,RIOK3,8780
205811_at,3.3471467006694913,5.050620205,5.319895619,0.269275414,0.028644710259413987,0.15221751260045874,POLG2,11232
226319_s_at,3.346072286445127,8.817197881,9.165739514,0.34854163299999996,0.02867333810630042,0.15232078842042052,ALYREF,10189
203038_at,-3.3456126297571482,6.217963401,6.007002123,-0.2109612779999992,0.028685596039165814,0.15233706435030075,PTPRK,5796
230536_at,-3.344659963182953,4.451004937,3.697160572,-0.7538443650000004,0.028711021115849923,0.1524074537320892,PBX4,80714
222216_s_at,-3.3444268229327236,8.325462714,7.945403654,-0.38005906000000067,0.028717247302286347,0.1524074537320892,MRPL17,63875
39854_r_at,3.3436836299690706,7.581488794,7.854414568,0.27292577399999995,0.028737105504768712,0.15246400932068935,PNPLA2,57104
200853_at,3.3421573354630962,10.53078471,10.72628744,0.1955027299999994,0.028777939276309856,0.15263177844724007,H2AFZ,3015
214129_at,-3.340584980068146,6.157681267,5.805409912,-0.35227135500000006,0.028820077194679803,0.1527574725011675,LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP,9659 /// 100996724 /// 100996761 /// 101929792 /// 101930416
219530_at,-3.3407032395534384,6.901975541,6.542150592,-0.35982494900000006,0.028816905391973038,0.1527574725011675,PALB2,79728
218075_at,-3.3373701231760307,5.776841036,5.472386985,-0.30445405100000045,0.028906460463772352,0.15312190234573386,AAAS,8086
224720_at,3.3347451908830874,6.606354491,6.931094786,0.3247402949999998,0.028977219810968374,0.15312190234573386,MIB1,57534
204937_s_at,-3.3349964675508543,6.958440997,6.586907154,-0.3715338429999999,0.028970437369921352,0.15312190234573386,ZNF274,10782
217771_at,3.3337945005677465,7.246337684,7.767067817,0.5207301329999998,0.029002897786201673,0.15312190234573386,GOLM1,51280
201731_s_at,-3.3343635982957576,8.032320963,7.813906232,-0.2184147310000002,0.02898752332431993,0.15312190234573386,TPR,7175
206526_at,-3.334574352236687,5.284109208,4.759155521,-0.524953687,0.028981832148279322,0.15312190234573386,RIBC2,26150
221794_at,-3.3338669707351904,4.981042629,4.614280506,-0.366762123,0.02900093943192249,0.15312190234573386,DOCK6,57572
210766_s_at,-3.3367599089403375,8.615348131,8.345792006,-0.26955612499999937,0.028922891523670245,0.15312190234573386,CSE1L,1434
209161_at,-3.3351143148017752,8.299227051,8.140563751,-0.15866330000000062,0.02896725709303334,0.15312190234573386,PRPF4,9128
39249_at,3.333783924122938,3.748861839,4.101023022,0.35216118299999977,0.029003183605528615,0.15312190234573386,AQP3,360
201628_s_at,-3.335109634983913,9.034684759,8.839564751,-0.19512000799999996,0.02896738337674284,0.15312190234573386,RRAGA,10670
212901_s_at,-3.3335697697072635,5.373533945,5.01362276,-0.3599111850000005,0.029008971661733274,0.15312190234573386,CSTF2T,23283
222512_at,-3.3367200703592172,6.911493068,6.753478989,-0.15801407899999997,0.02892396462987619,0.15312190234573386,NUB1,51667
225677_at,-3.333151421855968,6.315451167,6.204508623,-0.11094254400000025,0.029020282498444065,0.15313282188430563,BCAP29,55973
212412_at,3.331624462197223,6.99707755,7.309438613,0.312361063,0.02906161110279409,0.15330208034453846,PDLIM5,10611
226648_at,-3.330922013755885,5.888991474,5.507757154,-0.3812343199999999,0.029080646925077027,0.15330488033776687,HIF1AN,55662
239792_at,-3.3309715776477713,4.645108741,4.35565647,-0.28945227100000004,0.02907930329724108,0.15330488033776687,UBL7-AS1,440288
223067_at,-3.3299404643573998,8.749270748,8.617761597,-0.13150915100000127,0.029107270895439463,0.15339642858350394,CWC15,51503
44669_at,-3.3292063313520734,5.891174004,5.594018411,-0.2971555929999994,0.02912720269445339,0.15341220016981139,SDHAF1,644096
32723_at,-3.3281281547546997,6.367865649,6.053117377,-0.3147482719999992,0.029156504607378377,0.15341220016981139,CSTF1,1477
218603_at,3.328168455940614,7.301795258,7.39005361,0.08825835199999954,0.029155408703120382,0.15341220016981139,HECA,51696
214306_at,-3.328126171717111,4.293516889,4.029488391,-0.26402849800000006,0.029156558533088055,0.15341220016981139,OPA1,4976
229025_s_at,-3.3290579791698587,7.104537292,6.906407615,-0.19812967699999984,0.02913123243560468,0.15341220016981139,IMMP1L,196294
219133_at,-3.325240682449044,7.761606499,7.490548287,-0.2710582119999998,0.029235150240394896,0.15360906156417029,OXSM,54995
215867_x_at,3.326321184527813,5.044843323,5.183291354,0.13844803099999936,0.02920569141559259,0.15360906156417029,CA12,771
218520_at,-3.324371657313526,6.089866201,6.037798654,-0.05206754700000005,0.029258868869365767,0.15360906156417029,TBK1,29110
226158_at,3.3258593523829134,4.888327859,5.216824206,0.32849634699999974,0.029218278513733164,0.15360906156417029,KLHL24,54800
201723_s_at,3.325494976428955,7.410070029,7.565747395,0.15567736599999993,0.02922821400287536,0.15360906156417029,GALNT1,2589
211474_s_at,3.3246025754645347,6.43883898,7.126404275,0.6875652949999997,0.02925256411295752,0.15360906156417029,SERPINB6,5269
201763_s_at,-3.3247338567826543,6.30526567,6.230590023,-0.0746756469999994,0.02924898045696287,0.15360906156417029,DAXX,1616
201877_s_at,-3.322689988601624,7.617040788,7.529386977,-0.08765381100000003,0.02930483198099538,0.15380163480934825,PPP2R5C,5527
219931_s_at,-3.3222271962933583,5.636567225,5.310290198,-0.3262770270000006,0.029317495937038068,0.15381937624470668,KLHL12,59349
220172_at,-3.3206884824324137,4.488604267,3.311539308,-1.1770649590000004,0.029359648240614235,0.15394413391054512,DCAF17,80067
222525_s_at,-3.320003402404116,6.554455367,6.196088182,-0.35836718499999964,0.029378438736504538,0.15394413391054512,CCDC25,55246
217919_s_at,-3.320192613881938,8.285054505,8.131519945,-0.15353455999999888,0.02937324758884869,0.15394413391054512,MRPL42,28977
203674_at,-3.3203184751245036,5.998428852,5.591416812,-0.4070120399999997,0.029369795099729278,0.15394413391054512,HELZ,9931
213390_at,-3.318803490583156,8.484840601,8.053505993,-0.43133460800000023,0.029411384426280433,0.15402997299339213,ZC3H4,23211
209724_s_at,-3.3187296720327413,4.785621384,4.409256566,-0.3763648179999999,0.029413412671319496,0.15402997299339213,ZBTB14,7541
222607_s_at,-3.316807268032525,7.348087203,7.202448167,-0.1456390360000004,0.02946629112860458,0.1540634199147521,DIS3,22894
203257_s_at,-3.3179732976979586,6.561979209,6.306248936,-0.2557302730000002,0.02943420441698995,0.1540634199147521,C11orf49,79096
209645_s_at,-3.3174313437660485,6.553629961,6.436446275,-0.11718368600000062,0.02944911271813219,0.1540634199147521,ALDH1B1,219
202414_at,-3.3170087805870434,5.418427418,5.010172084,-0.4082553340000006,0.029460742965537925,0.1540634199147521,ERCC5,2073
204605_at,-3.3171469900096273,7.308170553,6.767054709,-0.5411158440000001,0.029456938416297835,0.1540634199147521,CGRRF1,10668
225456_at,-3.316222736593287,6.908801783,6.447348548,-0.46145323500000046,0.029482391789026077,0.1540989746221997,MED1,5469
225264_at,-3.3154600077388685,6.532649759,6.395226102,-0.13742365700000025,0.029503416471648957,0.15416023573596707,RARS2,57038
208785_s_at,3.314892891445037,7.408124849,7.766272764,0.358147915,0.029519060575521294,0.154193352672072,MAP1LC3B,81631
213760_s_at,-3.3144674144545148,6.782253515,6.487897422,-0.2943560930000002,0.02953080395202536,0.15420607963476463,ZNF330,27309
214190_x_at,3.311862424981824,4.318881009,4.97547049,0.6565894810000001,0.02960282357277945,0.1544361409878409,GGA2,23062
230964_at,-3.3119076371776885,4.053064009,3.709644992,-0.343419017,0.02960157182982164,0.1544361409878409,FREM2,341640
212255_s_at,3.311903790423898,5.306637295,5.498927771,0.19229047600000015,0.029601678328448875,0.1544361409878409,ATP2C1,27032
224298_s_at,3.3114576388829864,5.857931764,6.076773294,0.21884152999999973,0.02961403325375162,0.1544459921250899,UBAC2,337867
212655_at,-3.3105286341008244,6.279212797,5.755380686,-0.5238321109999999,0.02963977903446063,0.15453162329200068,ZCCHC14,23174
218688_at,-3.3094561066342254,5.202862535,4.751808876,-0.4510536590000003,0.029669535233791653,0.15463810295334818,DAK,26007
209304_x_at,3.308818913012433,6.43283855,6.778148209,0.34530965900000066,0.029687230263252793,0.1546816723999483,GADD45B,4616
38340_at,3.3082984718474044,5.335957827,5.429436253,0.09347842600000078,0.02970169230860392,0.15470837468131354,HIP1R,9026
218713_at,-3.30714212470585,5.500067448,5.347069285,-0.15299816300000035,0.029733854775757688,0.15482722808910407,ICE2,79664
222654_at,3.3066444826384567,6.223756376,6.453540686,0.22978431000000032,0.02974770879443513,0.15485070280081548,IMPAD1,54928
210547_x_at,3.3057075864007714,4.077946942,4.593005071,0.5150581290000007,0.029773812073449323,0.154937905855836,ICA1,3382
230098_at,-3.30410291196663,5.567435808,4.830176798,-0.7372590099999998,0.02981858357299894,0.15512216992810657,PHF20L1,51105
230174_at,-3.302179374707135,5.920848408,5.605314615,-0.3155337930000002,0.029872356520308507,0.15535313094318634,LYPLAL1,127018
201630_s_at,-3.3006488075178786,8.601344756,8.472747746,-0.12859701,0.029915225829655445,0.15552725973378131,ACP1,52
205156_s_at,3.300231268761206,5.24785237,5.509946769,0.26209439899999953,0.029926933204727064,0.15553932128893436,ASIC1,41
209285_s_at,-3.2987706648070847,7.408052904,7.090973588,-0.31707931600000006,0.029967929743547075,0.15570355218589885,FAM208A,23272
226095_s_at,-3.2968924633690015,5.503711612,5.238532034,-0.2651795779999997,0.03002074513215475,0.1558313678241454,ATXN1L,342371
209773_s_at,3.2975548336431157,8.672712983,8.981731166,0.30901818299999917,0.030002106599018592,0.1558313678241454,RRM2,6241
219088_s_at,-3.2969994368773734,5.779120159,5.512918067,-0.26620209199999945,0.03001773406235679,0.1558313678241454,ZNF576,79177
211755_s_at,-3.2954579110249074,10.90832426,10.81023085,-0.0980934100000006,0.03006115916080373,0.15599227877712402,ATP5F1,515
203243_s_at,3.294904019448697,5.65406413,6.09274167,0.4386775399999996,0.030076780534590977,0.15602447610445772,PDLIM5,10611
228002_at,-3.2944126389454405,4.567167482,4.257511505,-0.30965597700000025,0.03009064694603733,0.1560475521905767,GTPBP4 /// IDI2,23560 /// 91734
218210_at,-3.2930967754605605,8.14467603,8.04572822,-0.09894780999999853,0.030127816920151394,0.1561914263297836,FN3KRP,79672
218257_s_at,-3.2926091152687045,5.981265925,5.688980347,-0.29228557799999955,0.030141605929753124,0.15621403461059727,UGGT1,56886
204303_s_at,3.291480326820492,3.874140486,4.171952808,0.2978123220000004,0.03017355202067042,0.1563307015104716,CTIF,9811
235215_at,-3.2900567970872707,5.878513338,5.129201432,-0.749311906,0.030213896733071108,0.15644189217820476,ERCC4,2072
234107_s_at,-3.290377109513448,7.980413047,7.756781909,-0.223631138,0.030204813098863654,0.15644189217820476,DTD1,92675
203091_at,-3.2893056516836015,6.829416662,6.564754456,-0.2646622059999997,0.030235210885153286,0.15650334556579346,FUBP1,8880
227107_at,-3.2825800657362354,7.076910914,6.623639254,-0.4532716599999995,0.030426847048959704,0.15656597166279917,PANX1,24145
213190_at,-3.2827858856364096,5.116745869,4.581835351,-0.5349105180000002,0.030420961244259845,0.15656597166279917,COG7,91949
222661_at,-3.2831829950247107,6.500191775,6.232262967,-0.26792880800000063,0.030409608961185452,0.15656597166279917,AGGF1,55109
228334_x_at,-3.2854828697672858,6.02811899,5.643590017,-0.3845289730000001,0.030343960142150055,0.15656597166279917,CEP44,80817
218192_at,3.284817339486263,5.602330798,5.770961232,0.16863043400000066,0.030362940147258387,0.15656597166279917,IP6K2,51447
216483_s_at,3.2836707290704963,7.347144817,7.654898355,0.30775353800000005,0.0303956728143498,0.15656597166279917,C19orf10,56005
242900_at,-3.2853976760015304,5.594375588,5.110423774,-0.4839518140000001,0.030346388968003603,0.15656597166279917,ALG10 /// ALG10B,84920 /// 144245
209430_at,-3.284242642410968,6.579914578,6.297332656,-0.2825819220000003,0.030379341004731518,0.15656597166279917,BTAF1,9044
227778_at,3.282787079391885,4.70767181,5.101574065,0.3939022550000004,0.030420927110515906,0.15656597166279917,MROH1,727957
212463_at,-3.2833530035817637,6.04215097,5.822392481,-0.21975848900000017,0.030404750407017178,0.15656597166279917,CD59,966
219382_at,-3.283379144293612,5.512923629,5.082173369,-0.43075025999999994,0.03040400343149966,0.15656597166279917,SERTAD3,29946
218377_s_at,-3.2873842780184463,5.561820757,5.154741436,-0.40707932099999944,0.030289811813638195,0.15656597166279917,RWDD2B,10069
224878_at,3.2830036648224326,6.826438667,7.05706775,0.23062908300000018,0.03041473490645093,0.15656597166279917,UBFD1,56061
203405_at,3.2853005340223675,8.523227461,8.703644592,0.18041713100000045,0.030349158711005866,0.15656597166279917,PSMG1,8624
202732_at,-3.2858780535856082,6.327592339,6.066366998,-0.2612253409999994,0.030332696680285678,0.15656597166279917,PKIG,11142
217349_s_at,3.2826411826188147,3.981831504,4.500210425,0.5183789209999996,0.030425099157013965,0.15656597166279917,PRICKLE3,4007
208649_s_at,3.283512957496911,7.533491907,7.786872453,0.2533805459999998,0.030400180034922893,0.15656597166279917,VCP,7415
212216_at,3.284626381008908,7.356791712,7.440143371,0.08335165899999986,0.03036838860976437,0.15656597166279917,PREPL,9581
219662_at,-3.287184856037115,6.176192198,5.862073841,-0.3141183569999999,0.030295485591396838,0.15656597166279917,C2orf49,79074
202001_s_at,-3.2803088741751134,9.327408261,9.178982442,-0.14842581899999985,0.030491885458361824,0.1568166614510464,NDUFA6,4700
224760_at,-3.2802178758316143,7.961348502,7.722333408,-0.23901509399999998,0.030494494730839004,0.1568166614510464,SP1,6667
230079_at,-3.278866253815158,5.927890587,5.294631393,-0.6332591939999999,0.030533282013941433,0.1569674060468494,ST7L,54879
223446_s_at,3.2779991108308626,5.825307929,6.187329157,0.3620212279999997,0.030558196977483597,0.157046763560771,DTNBP1,84062
213295_at,-3.277305010650803,4.900628466,4.403511678,-0.4971167879999996,0.030578157344560417,0.1570519184879174,CYLD,1540
222416_at,3.2776138420155836,8.193261989,8.373647922,0.18038593300000016,0.030569274322204062,0.1570519184879174,ALDH18A1,5832
201695_s_at,3.2756024622332047,7.475499196,7.741453643,0.2659544469999995,0.030627183117590936,0.15720625683871256,PNP,4860
212752_at,-3.2756204704078793,6.029786397,5.865537886,-0.16424851099999938,0.030626664077019108,0.15720625683871256,CLASP1,23332
219100_at,-3.2745496728003514,6.01250842,5.668066715,-0.3444417049999995,0.030657545210821334,0.1572159909000615,OBFC1,79991
218569_s_at,-3.2748842164884904,5.303275688,4.938961107,-0.36431458100000036,0.030647893230129696,0.1572159909000615,KBTBD4,55709
226771_at,-3.274705611954672,6.833511382,6.40259419,-0.4309171919999999,0.03065304573517049,0.1572159909000615,ATP8B2,57198
235968_at,-3.2738894717558584,3.889142337,3.729448203,-0.159694134,0.03067660332995277,0.15726504968254562,AGAP1,116987
201114_x_at,3.272087830527025,8.586725914,8.963430153,0.3767042389999986,0.030728682827763323,0.15738693980064108,PSMA7,5688
226396_at,3.2726133579156165,5.23732203,5.679382693,0.44206066300000035,0.030713480783297324,0.15738693980064108,TEN1 /// TEN1-CDK3,100134934 /// 100529145
205566_at,3.272081146682783,4.594828431,4.809190582,0.21436215100000044,0.030728876230012307,0.15738693980064108,ABHD2,11057
228625_at,3.2713201912421668,3.829240487,4.160874222,0.3316337350000005,0.03075090447419305,0.15745109277901873,CITED4,163732
222794_x_at,-3.2706255098992454,7.371829155,6.786075168,-0.5857539870000004,0.030771030496945545,0.1575054693555424,MTPAP,55149
241803_s_at,-3.2700787472195647,4.573131935,4.037827835,-0.5353041000000003,0.030786882025039347,0.1575379395530812,LOC101928102 /// LOC102723678 /// LOC102723709,101928102 /// 102723678 /// 102723709
216037_x_at,-3.2692005631874284,5.450619458,5.262055088,-0.18856436999999993,0.030812362184430456,0.1576196446538525,TCF7L2,6934
208115_x_at,-3.2635744231961037,4.352468331,3.868222203,-0.48424612799999966,0.030976194678243033,0.157775109928535,EDRF1,26098
207023_x_at,-3.261993762802021,8.701588402,8.248314117,-0.4532742850000009,0.031022408309084346,0.157775109928535,KRT10,3858
238441_at,-3.263576794073453,5.288572836,5.114423133,-0.17414970300000032,0.030976125422202187,0.157775109928535,PRKAA2,5563
204725_s_at,-3.2637557441983933,7.04001687,6.702750585,-0.3372662849999992,0.030970898612039173,0.157775109928535,NCK1,4690
226187_at,-3.2619471638665463,5.09173361,4.730835463,-0.36089814700000034,0.03102377195330543,0.157775109928535,CDS1,1040
218001_at,3.2633249844605867,8.534094761,8.811702212,0.2776074509999997,0.0309834820910667,0.157775109928535,MRPS2,51116
214426_x_at,-3.263102863293088,8.097922043,7.942502898,-0.15541914500000065,0.030989973118966934,0.157775109928535,CHAF1A,10036
201364_s_at,-3.2653958010474335,6.866088089,6.556788771,-0.3092993179999999,0.030923044001090395,0.157775109928535,OAZ2,4947
209382_at,-3.261625067015401,7.626911348,7.067761407,-0.5591499410000003,0.031033199544758014,0.157775109928535,POLR3C,10623
224503_s_at,3.266330098237768,4.06337039,4.479851311,0.4164809209999998,0.03089582153850288,0.157775109928535,ZCCHC2,54877
226541_at,-3.261996837063002,7.482627139,7.171547355,-0.31107978399999947,0.031022318348183163,0.157775109928535,FBXO30,84085
220739_s_at,3.2624475032024414,5.471209374,5.660334238,0.18912486400000006,0.03100913401295127,0.157775109928535,CNNM3,26505
224391_s_at,-3.264399892760119,4.709549121,4.418395538,-0.2911535829999998,0.030952092816472977,0.157775109928535,SIAE,54414
201236_s_at,-3.2667721408521975,5.591746488,5.33635683,-0.25538965800000035,0.030882951681028753,0.157775109928535,BTG2,7832
203941_at,-3.2666643933813635,4.978316269,4.770402988,-0.20791328099999973,0.030886088112929776,0.157775109928535,INTS9,55756
226609_at,3.2650436661676796,5.976120299,6.188823501,0.21270320200000015,0.030933311447301663,0.157775109928535,DCBLD1,285761
200071_at,-3.2673369059743305,8.503859346,8.409591532,-0.09426781400000017,0.030866518029293577,0.157775109928535,SMNDC1,10285
227492_at,-3.2637474460408966,6.653413874,6.475850973,-0.17756290099999994,0.030971140963209565,0.157775109928535,OCLN,100506658
210845_s_at,-3.2652080788975613,5.478368533,5.256203888,-0.22216464500000033,0.030928517047790028,0.157775109928535,PLAUR,5329
214512_s_at,3.262304161640393,8.901104883,9.181118576,0.280013692999999,0.031013326783496123,0.157775109928535,SUB1,10923
206492_at,-3.260213395921638,5.261612154,4.658109305,-0.6035028489999998,0.031074558284100003,0.15778053612615073,FHIT,2272
209649_at,-3.2607467623976776,5.396669584,5.025625227,-0.3710443569999997,0.031058924217812697,0.15778053612615073,STAM2,10254
207812_s_at,-3.260135020920876,8.265546352,8.091588744,-0.17395760800000026,0.03107685639934433,0.15778053612615073,GORASP2,26003
213413_at,-3.2599637193011684,4.505448999,3.917835282,-0.5876137170000004,0.03108188001181459,0.15778053612615073,STON1,11037
235424_at,-3.25996506271887,5.47995146,4.78997372,-0.6899777399999998,0.03108184061085021,0.15778053612615073,FAM122A,116224
225528_at,-3.258266226931477,7.234010097,6.99799794,-0.23601215699999933,0.03113171275436831,0.15781687846642453,IPO8,10526
223331_s_at,-3.25904199900489,8.462359431,8.052104398,-0.41025503299999855,0.03110892696337022,0.15781687846642453,DDX20,11218
221882_s_at,3.2580977647314775,5.833721986,5.910143942,0.07642195600000079,0.031136663389869142,0.15781687846642453,TMEM8A,58986
206667_s_at,3.258496741976955,5.440585374,5.784935539,0.3443501649999998,0.03112494006439391,0.15781687846642453,SCAMP1,9522
212643_at,-3.2583904610393613,10.31134076,10.03971603,-0.271624730000001,0.031128062454967638,0.15781687846642453,MAPK1IP1L,93487
204791_at,-3.2575272852199317,6.662013616,6.241326479,-0.4206871370000007,0.031153435101917752,0.15785359822742362,NR2C1,7181
222276_at,-3.257035395218706,4.256566353,3.838003484,-0.41856286900000006,0.031167904900701992,0.15785833590057047,METTL2B,55798
228260_at,-3.256272506434534,5.8424959,5.350420324,-0.4920755760000004,0.031190362301389274,0.15785833590057047,ELAVL2,1993
239289_x_at,-3.256200619877842,5.322992155,4.994540628,-0.32845152699999947,0.031192479433790075,0.15785833590057047,FAN1,22909
212805_at,3.256434599704908,4.767010575,5.009953774,0.24294319900000083,0.031185589111897085,0.15785833590057047,PRUNE2,158471
205181_at,-3.254736911857756,5.079933191,4.726934521,-0.35299867000000074,0.031235624052144837,0.15801328245142054,ZSCAN9,7746
211960_s_at,3.2545150479862253,7.078249002,7.259462056,0.18121305400000054,0.031242169914349308,0.15801328245142054,RAB7A,7879
238996_x_at,3.253456166179189,6.000399967,6.618287925,0.6178879579999998,0.03127343343893183,0.15812313660349758,ALDOA,226
225925_s_at,-3.251799644286636,6.79796875,6.658125842,-0.13984290800000032,0.03132241643445138,0.15827420491077307,USP48,84196
205176_s_at,-3.2520256384679205,8.769832534,8.603181381,-0.1666511530000001,0.03131572850208853,0.15827420491077307,ITGB3BP,23421
224845_s_at,-3.2513738552006504,4.98997788,4.84539073,-0.14458714999999955,0.03133502155602811,0.15828962565909444,SLAIN2,57606
201953_at,3.250522494187009,6.553851086,6.68721752,0.13336643400000003,0.031360243333994016,0.1583204971971197,CIB1,10519
226574_at,3.250590373573787,7.208621504,7.559856073,0.35123456899999983,0.031358231511510806,0.1583204971971197,PSPC1,55269
200690_at,-3.2496171948781916,6.576431855,6.222811363,-0.3536204920000001,0.031387089344599294,0.15840776221464078,HSPA9,3313
226354_at,3.2486242342575005,6.041294512,6.314084906,0.2727903939999994,0.03141656609417442,0.15841177225026656,LACTB,114294
201609_x_at,-3.248783442123228,8.526745323,8.326550018,-0.20019530499999938,0.03141183769514172,0.15841177225026656,ICMT,23463
229018_at,-3.2491253180997837,6.187008001,5.64656039,-0.5404476109999994,0.0314016869774735,0.15841177225026656,METTL25,84190
212606_at,-3.248142007302263,5.342745101,5.091373625,-0.2513714760000001,0.03143089313653309,0.15843579810745873,WDFY3,23001
207667_s_at,3.246705670713393,5.483386037,5.724344541,0.24095850399999996,0.03147361265562707,0.158452800718931,LOC100996792 /// MAP2K3,5606 /// 100996792
206745_at,-3.24655496197758,5.356045926,5.128217541,-0.22782838500000047,0.03147809900635544,0.158452800718931,HOXC11,3227
209228_x_at,-3.246550089862094,7.273232641,6.934650411,-0.3385822300000001,0.03147824405380123,0.158452800718931,TUSC3,7991
222385_x_at,3.2476252461463755,6.858381146,7.253919013,0.3955378669999998,0.03144625475773644,0.158452800718931,SEC61A1,29927
203945_at,3.2464211769159808,5.100695242,5.425087533,0.32439229100000055,0.03148208219969346,0.158452800718931,ARG2,384
235688_s_at,-3.24543213671855,4.135975932,3.950545563,-0.1854303690000001,0.03151154743721539,0.15855293941306461,TRAF4,9618
206213_at,-3.2419030844469154,4.410932199,4.021391934,-0.38954026499999994,0.031616949705051745,0.1588466688158576,WNT10B,7480
236337_at,-3.242451085318629,4.719304252,4.456180281,-0.26312397099999973,0.03160055529274597,0.1588466688158576,SYCP2L,221711
223098_s_at,-3.2418726840011765,6.95707906,6.867270089,-0.08980897100000007,0.03161785948184552,0.1588466688158576,LOC100507577 /// LONP2,83752 /// 100507577
220171_x_at,3.242937998110897,5.229531725,5.540063265,0.3105315399999995,0.03158599685567413,0.1588466688158576,GPALPP1,55425
203607_at,-3.2423062423326328,5.119262974,4.912137605,-0.2071253689999999,0.03160488755034502,0.1588466688158576,INPP5F,22876
221778_at,-3.2408910933277637,6.105867051,5.649769296,-0.45609775500000005,0.03164725159773037,0.15894613874592134,KDM7A,80853
224768_at,-3.2390029018349784,7.134405997,6.905746839,-0.22865915800000014,0.03170388110826823,0.15918230487360494,IWS1,55677
200829_x_at,-3.2382177815719544,8.858235182,8.725927504,-0.1323076780000001,0.03172746316152593,0.15925244990103699,ZNF207,7756
220949_s_at,-3.2357897607600483,6.870602735,6.498488874,-0.3721138609999999,0.031800522857612284,0.15937775657222564,C7orf49,78996
205145_s_at,3.2360931767974654,4.64325154,4.773311018,0.13005947800000062,0.03179138215416104,0.15937775657222564,MYL5,4636
209014_at,-3.2362002245607107,8.752140084,8.489893385,-0.2622466990000003,0.03178815797601078,0.15937775657222564,MAGED1,9500
209844_at,-3.2367439777214457,4.563285527,4.151377857,-0.4119076699999997,0.031771786597858113,0.15937775657222564,HOXB13,10481
225519_at,-3.2358093915513932,8.893352144,8.721436668,-0.1719154759999988,0.03179993136708933,0.15937775657222564,PPP4R2,151987
221946_at,3.234997644190662,3.960277221,4.252027655,0.2917504339999999,0.03182440076067327,0.15944919752149847,C9orf116,138162
218133_s_at,-3.2339276442897193,7.895060857,7.630386907,-0.2646739499999997,0.03185668889784326,0.15956272017786124,NIF3L1,60491
219021_at,3.233539290465277,5.622458364,5.748692578,0.12623421400000012,0.031868417357161165,0.15957322671224036,RNF121,55298
